日期,縣市,表燈非營業用電售電量(度),表燈非營業用電抄表戶數,表燈非營業用電佔比(%),表燈營業用電(住宅用)售電量(度),表燈營業用電(住宅用)抄表戶數,表燈營業用電(住宅用)用電佔比(%),無法歸類之家庭用電(電力用電)售電量(度),無法歸類之家庭用電(電力用電)抄表戶數,無法歸類之家庭用電(電力用電)用電佔比(%),合計
2018年03月,金門縣,10116806,15641,0.0031,122523,114,0.0038,17749,34,0.0001,10257078
2018年03月,連江縣,2272626,1917,0.0007,35247,27,0.0011,12654,14,0.0001,2320527
2018年03月,合計,3270996950,6356870,1,32602085,29692,1,176197015,31495,1,3479796050
2018年02月,新北市,505342018,909018,0.1683,6249462,4441,0.1914,44685655,8933,0.2918,556277135
2018年02月,台北市,309551199,495864,0.1031,2871614,2238,0.088,32586104,6500,0.2128,345008917
2018年02月,桃園市,343326499,604206,0.1143,3620635,2469,0.1109,14239241,2776,0.093,361186375
2018年02月,台中市,371545646,744464,0.1237,5817577,4670,0.1782,22822700,4063,0.149,400185923
2018年02月,台南市,250617328,583791,0.0835,1868722,2007,0.0572,5582333,1243,0.0364,258068383
2018年02月,高雄市,292229910,705114,0.0973,3210343,3438,0.0983,18569794,3758,0.1212,314010047
2018年02月,宜蘭縣,65044873,141354,0.0217,521713,514,0.016,756843,237,0.0049,66323429
2018年02月,新竹縣,82796948,157451,0.0276,1040525,826,0.0319,3382596,604,0.0221,87220069
2018年02月,苗栗縣,63096536,156366,0.021,472087,451,0.0145,455988,133,0.003,64024611
2018年02月,彰化縣,161074829,384223,0.0536,2899165,3411,0.0888,1035286,388,0.0068,165009280
2018年02月,南投縣,69988986,158857,0.0233,592234,641,0.0181,374502,101,0.0024,70955722
2018年02月,雲林縣,85007569,265190,0.0283,562806,680,0.0172,388848,198,0.0025,85959223
2018年02月,嘉義縣,57904554,170448,0.0193,410739,541,0.0126,169108,97,0.0011,58484401
2018年02月,屏東縣,101196812,253223,0.0337,912248,1287,0.0279,769638,297,0.005,102878698
2018年02月,台東縣,28938453,62486,0.0096,130232,176,0.004,140340,60,0.0009,29209025
2018年02月,花蓮縣,47505893,93354,0.0158,169617,185,0.0052,308895,107,0.002,47984405
2018年02月,基隆市,51659387,99067,0.0172,289907,313,0.0089,2510389,806,0.0164,54459683
2018年02月,新竹市,59764574,109262,0.0199,544476,401,0.0167,3438641,770,0.0225,63747691
2018年02月,嘉義市,34931658,77723,0.0116,228065,253,0.007,863627,228,0.0056,36023350
2018年02月,澎湖縣,11112620,22816,0.0037,87394,104,0.0027,51206,15,0.0003,11251220
2018年02月,金門縣,8009421,12553,0.0027,108150,115,0.0033,15688,34,0.0001,8133259
2018年02月,連江縣,1790859,2110,0.0006,35185,37,0.0011,12344,14,0.0001,1838388
2018年02月,合計,3002436572,6208940,1,32642896,29198,1,153159766,31362,1,3188239234
2018年01月,新北市,511714333,914988,0.1656,6569577,4411,0.1899,49077505,8923,0.2917,567361415
2018年01月,台北市,328102862,526627,0.1062,3056780,2204,0.0884,36443609,6489,0.2166,367603251
2018年01月,桃園市,282420825,502615,0.0914,3516969,2207,0.1017,15449055,2764,0.0918,301386849
2018年01月,台中市,374792988,741358,0.1213,6322300,4836,0.1828,24628751,4052,0.1464,405744039
2018年01月,台南市,251210171,586822,0.0813,1955265,1864,0.0565,6127423,1242,0.0364,259292859
2018年01月,高雄市,401124801,903955,0.1298,3858189,3858,0.1115,20594675,3753,0.1224,425577665
2018年01月,宜蘭縣,62995718,137111,0.0204,497099,564,0.0144,804764,235,0.0048,64297581
2018年01月,新竹縣,73155277,145105,0.0237,851620,716,0.0246,3602401,593,0.0214,77609298
2018年01月,苗栗縣,72691015,171686,0.0235,613521,622,0.0177,478883,133,0.0028,73783419
2018年01月,彰化縣,161342146,393724,0.0522,3051028,3137,0.0882,1166111,388,0.0069,165559285
2018年01月,南投縣,58395033,130682,0.0189,439283,533,0.0127,409303,101,0.0024,59243619
2018年01月,雲林縣,88930169,259203,0.0288,723647,889,0.0209,425205,198,0.0025,90079021
2018年01月,嘉義縣,63831246,174962,0.0207,502507,622,0.0145,184833,97,0.0011,64518586
2018年01月,屏東縣,118429313,278500,0.0383,1071411,1457,0.031,833881,296,0.005,120334605
